Machine,Job,Product,Operation,Start,Duration,Completion
0,39,enzyme3,0,0,4,4
0,42,enzyme3,0,4,4,8
0,45,enzyme3,0,8,4,12
0,48,enzyme3,0,12,4,16
0,51,enzyme3,0,16,4,20
0,54,enzyme4,0,24,5,29
0,58,enzyme4,0,29,5,34
0,61,enzyme4,0,34,5,39
0,64,enzyme4,0,39,5,44
0,2,enzyme0,0,46,8,54
0,5,enzyme0,0,54,8,62
0,8,enzyme0,0,62,8,70
0,11,enzyme0,0,70,8,78
0,14,enzyme1,0,81,3,84
0,16,enzyme1,0,84,3,87
0,19,enzyme1,0,87,3,90
0,22,enzyme1,0,90,3,93
0,25,enzyme1,0,93,3,96
1,40,enzyme3,0,0,4,4
1,43,enzyme3,0,4,4,8
1,46,enzyme3,0,8,4,12
1,49,enzyme3,0,12,4,16
1,52,enzyme4,0,17,5,22
1,55,enzyme4,0,22,5,27
1,57,enzyme4,0,27,5,32
1,60,enzyme4,0,32,5,37
1,63,enzyme4,0,37,5,42
1,1,enzyme0,0,45,8,53
1,4,enzyme0,0,53,8,61
1,7,enzyme0,0,61,8,69
1,10,enzyme0,0,69,8,77
1,13,enzyme1,0,81,3,84
1,17,enzyme1,0,84,3,87
1,20,enzyme1,0,87,3,90
1,23,enzyme1,0,90,3,93
2,41,enzyme3,0,0,4,4
2,44,enzyme3,0,4,4,8
2,47,enzyme3,0,8,4,12
2,50,enzyme3,0,12,4,16
2,53,enzyme4,0,19,5,24
2,56,enzyme4,0,24,5,29
2,59,enzyme4,0,29,5,34
2,62,enzyme4,0,34,5,39
2,0,enzyme0,0,40,8,48
2,3,enzyme0,0,48,8,56
2,6,enzyme0,0,56,8,64
2,9,enzyme0,0,64,8,72
2,12,enzyme0,0,72,8,80
2,15,enzyme1,0,81,3,84
2,18,enzyme1,0,84,3,87
2,21,enzyme1,0,87,3,90
2,24,enzyme1,0,90,3,93
3,26,enzyme2,0,0,3,3
3,30,enzyme2,0,3,3,6
3,34,enzyme2,0,6,3,9
3,38,enzyme2,0,9,3,12
3,68,enzyme5,0,13,8,21
3,72,enzyme5,0,21,8,29
3,76,enzyme5,0,29,8,37
3,41,enzyme3,1,38,6,44
3,43,enzyme3,1,44,6,50
3,47,enzyme3,1,50,6,56
3,51,enzyme3,1,56,6,62
3,54,enzyme4,1,66,4,70
3,61,enzyme4,1,70,4,74
3,0,enzyme0,1,77,4,81
3,5,enzyme0,1,81,4,85
3,9,enzyme0,1,85,4,89
3,13,enzyme1,1,92,2,94
3,18,enzyme1,1,94,2,96
3,21,enzyme1,1,96,2,98
3,25,enzyme1,1,98,2,100
4,27,enzyme2,0,0,3,3
4,31,enzyme2,0,3,3,6
4,35,enzyme2,0,6,3,9
4,65,enzyme5,0,12,8,20
4,70,enzyme5,0,20,8,28
4,74,enzyme5,0,28,8,36
4,39,enzyme3,1,38,6,44
4,44,enzyme3,1,44,6,50
4,48,enzyme3,1,50,6,56
4,52,enzyme4,1,58,4,62
4,56,enzyme4,1,62,4,66
4,58,enzyme4,1,66,4,70
4,62,enzyme4,1,70,4,74
4,1,enzyme0,1,78,4,82
4,7,enzyme0,1,82,4,86
4,11,enzyme0,1,86,4,90
4,15,enzyme1,1,92,2,94
4,19,enzyme1,1,94,2,96
4,22,enzyme1,1,96,2,98
5,28,enzyme2,0,0,3,3
5,32,enzyme2,0,3,3,6
5,36,enzyme2,0,6,3,9
5,66,enzyme5,0,12,8,20
5,71,enzyme5,0,20,8,28
5,75,enzyme5,0,28,8,36
5,40,enzyme3,1,40,6,46
5,45,enzyme3,1,46,6,52
5,49,enzyme3,1,52,6,58
5,53,enzyme4,1,59,4,63
5,57,enzyme4,1,63,4,67
5,59,enzyme4,1,67,4,71
5,63,enzyme4,1,71,4,75
5,2,enzyme0,1,76,4,80
5,4,enzyme0,1,80,4,84
5,8,enzyme0,1,84,4,88
5,12,enzyme0,1,88,4,92
5,16,enzyme1,1,94,2,96
5,23,enzyme1,1,96,2,98
6,29,enzyme2,0,0,3,3
6,33,enzyme2,0,3,3,6
6,37,enzyme2,0,6,3,9
6,67,enzyme5,0,10,8,18
6,69,enzyme5,0,18,8,26
6,73,enzyme5,0,26,8,34
6,77,enzyme5,0,34,8,42
6,42,enzyme3,1,43,6,49
6,46,enzyme3,1,49,6,55
6,50,enzyme3,1,55,6,61
6,55,enzyme4,1,63,4,67
