Machine,Job,Product,Operation,Start,Duration,Completion
0,12,enzyme3,0,0,4,4
0,15,enzyme3,0,4,4,8
0,18,enzyme4,0,12,5,17
0,2,enzyme0,0,19,8,27
0,5,enzyme1,0,30,3,33
0,7,enzyme1,0,33,3,36
1,13,enzyme3,0,0,4,4
1,16,enzyme4,0,5,5,10
1,19,enzyme4,0,10,5,15
1,1,enzyme0,0,18,8,26
1,4,enzyme1,0,30,3,33
2,14,enzyme3,0,0,4,4
2,17,enzyme4,0,7,5,12
2,0,enzyme0,0,13,8,21
2,3,enzyme0,0,21,8,29
2,6,enzyme1,0,30,3,33
3,8,enzyme2,0,0,3,3
3,20,enzyme5,0,4,8,12
3,12,enzyme3,1,13,6,19
3,15,enzyme3,1,19,6,25
3,0,enzyme0,1,28,4,32
3,6,enzyme1,1,35,2,37
4,9,enzyme2,0,0,3,3
4,21,enzyme5,0,6,8,14
4,14,enzyme3,1,16,6,22
4,19,enzyme4,1,24,4,28
4,3,enzyme0,1,32,4,36
5,10,enzyme2,0,0,3,3
5,22,enzyme5,0,6,8,14
5,16,enzyme4,1,18,4,22
5,18,enzyme4,1,22,4,26
5,2,enzyme0,1,27,4,31
5,4,enzyme1,1,33,2,35
5,7,enzyme1,1,36,2,38
6,11,enzyme2,0,0,3,3
6,23,enzyme5,0,4,8,12
6,13,enzyme3,1,13,6,19
6,17,enzyme4,1,21,4,25
6,1,enzyme0,1,27,4,31
6,5,enzyme1,1,33,2,35
7,8,enzyme2,1,3,3,6
7,10,enzyme2,1,6,3,9
7,20,enzyme5,1,12,3,15
7,21,enzyme5,1,15,3,18
7,12,enzyme3,2,19,6,25
7,14,enzyme3,2,25,6,31
7,15,enzyme3,2,31,6,37
7,18,enzyme4,2,39,7,46
7,2,enzyme0,2,48,4,52
7,0,enzyme0,2,52,4,56
7,3,enzyme0,2,56,4,60
8,9,enzyme2,1,3,3,6
8,11,enzyme2,1,6,3,9
8,23,enzyme5,1,13,3,16
8,22,enzyme5,1,16,3,19
8,13,enzyme3,2,20,6,26
8,16,enzyme4,2,28,7,35
8,17,enzyme4,2,35,7,42
8,1,enzyme0,2,45,4,49
8,19,enzyme4,2,51,7,58
