Machine,Job,Product,Operation,Start,Duration,Completion
0,2,enzyme1,0,0,3,3
0,7,enzyme3,0,7,4,11
0,0,enzyme0,0,13,8,21
1,3,enzyme1,0,0,3,3
1,8,enzyme4,0,6,5,11
1,1,enzyme0,0,14,8,22
2,6,enzyme3,0,0,4,4
2,9,enzyme4,0,7,5,12
3,4,enzyme2,0,0,3,3
3,2,enzyme1,1,5,2,7
3,6,enzyme3,1,10,6,16
3,0,enzyme0,1,21,4,25
4,5,enzyme2,0,0,3,3
4,3,enzyme1,1,7,2,9
4,8,enzyme4,1,11,4,15
4,1,enzyme0,1,22,4,26
5,10,enzyme5,0,0,8,8
5,9,enzyme4,1,12,4,16
6,11,enzyme5,0,0,8,8
6,7,enzyme3,1,11,6,17
7,4,enzyme2,1,3,3,6
7,10,enzyme5,1,8,3,11
7,6,enzyme3,2,16,6,22
7,7,enzyme3,2,22,6,28
7,1,enzyme0,2,31,4,35
8,5,enzyme2,1,3,3,6
8,11,enzyme5,1,10,3,13
8,8,enzyme4,2,15,7,22
8,0,enzyme0,2,25,4,29
8,9,enzyme4,2,31,7,38
