Machine,Job,Product,Operation,Start,Duration,Completion
0,3,enzyme1,0,0,3,3
0,9,enzyme3,0,7,4,11
0,13,enzyme4,0,15,5,20
0,2,enzyme0,0,22,8,30
1,4,enzyme1,0,0,3,3
1,10,enzyme3,0,7,4,11
1,14,enzyme4,0,12,5,17
1,0,enzyme0,0,20,8,28
2,5,enzyme1,0,0,3,3
2,11,enzyme3,0,5,4,9
2,12,enzyme4,0,12,5,17
2,1,enzyme0,0,18,8,26
3,6,enzyme2,0,0,3,3
3,16,enzyme5,0,4,8,12
3,10,enzyme3,1,13,6,19
3,13,enzyme4,1,23,4,27
3,0,enzyme0,1,30,4,34
4,7,enzyme2,0,0,3,3
4,17,enzyme5,0,6,8,14
4,12,enzyme4,1,17,4,21
4,1,enzyme0,1,26,4,30
4,2,enzyme0,1,30,4,34
5,8,enzyme2,0,0,3,3
5,3,enzyme1,1,4,2,6
5,4,enzyme1,1,6,2,8
5,5,enzyme1,1,8,2,10
5,9,enzyme3,1,13,6,19
6,15,enzyme5,0,0,8,8
6,11,enzyme3,1,9,6,15
6,14,enzyme4,1,17,4,21
7,6,enzyme2,1,3,3,6
7,8,enzyme2,1,6,3,9
7,16,enzyme5,1,12,3,15
7,11,enzyme3,2,16,6,22
7,10,enzyme3,2,22,6,28
7,1,enzyme0,2,31,4,35
7,2,enzyme0,2,35,4,39
7,13,enzyme4,2,41,7,48
8,7,enzyme2,1,3,3,6
8,15,enzyme5,1,10,3,13
8,17,enzyme5,1,14,3,17
8,9,enzyme3,2,19,6,25
8,12,enzyme4,2,27,7,34
8,0,enzyme0,2,37,4,41
8,14,enzyme4,2,43,7,50
