Machine,Job,Product,Operation,Start,Duration,Completion
0,12,enzyme1,0,0,3,3
0,15,enzyme1,0,3,3,6
0,18,enzyme1,0,6,3,9
0,21,enzyme1,0,9,3,12
0,36,enzyme3,0,16,4,20
0,40,enzyme3,0,20,4,24
0,43,enzyme3,0,24,4,28
0,46,enzyme3,0,28,4,32
0,49,enzyme4,0,36,5,41
0,53,enzyme4,0,41,5,46
0,56,enzyme4,0,46,5,51
0,59,enzyme4,0,51,5,56
0,2,enzyme0,0,58,8,66
0,5,enzyme0,0,66,8,74
0,8,enzyme0,0,74,8,82
0,11,enzyme0,0,82,8,90
1,13,enzyme1,0,0,3,3
1,16,enzyme1,0,3,3,6
1,19,enzyme1,0,6,3,9
1,22,enzyme1,0,9,3,12
1,37,enzyme3,0,16,4,20
1,41,enzyme3,0,20,4,24
1,44,enzyme3,0,24,4,28
1,47,enzyme3,0,28,4,32
1,50,enzyme4,0,33,5,38
1,51,enzyme4,0,38,5,43
1,54,enzyme4,0,43,5,48
1,57,enzyme4,0,48,5,53
1,0,enzyme0,0,56,8,64
1,4,enzyme0,0,64,8,72
1,7,enzyme0,0,72,8,80
1,10,enzyme0,0,80,8,88
2,14,enzyme1,0,0,3,3
2,17,enzyme1,0,3,3,6
2,20,enzyme1,0,6,3,9
2,23,enzyme1,0,9,3,12
2,38,enzyme3,0,14,4,18
2,39,enzyme3,0,18,4,22
2,42,enzyme3,0,22,4,26
2,45,enzyme3,0,26,4,30
2,48,enzyme4,0,33,5,38
2,52,enzyme4,0,38,5,43
2,55,enzyme4,0,43,5,48
2,58,enzyme4,0,48,5,53
2,1,enzyme0,0,54,8,62
2,3,enzyme0,0,62,8,70
2,6,enzyme0,0,70,8,78
2,9,enzyme0,0,78,8,86
3,24,enzyme2,0,0,3,3
3,28,enzyme2,0,3,3,6
3,32,enzyme2,0,6,3,9
3,60,enzyme5,0,10,8,18
3,64,enzyme5,0,18,8,26
3,68,enzyme5,0,26,8,34
3,12,enzyme1,1,35,2,37
3,16,enzyme1,1,37,2,39
3,18,enzyme1,1,39,2,41
3,20,enzyme1,1,41,2,43
3,48,enzyme4,1,44,4,48
3,52,enzyme4,1,48,4,52
3,55,enzyme4,1,52,4,56
3,59,enzyme4,1,56,4,60
3,1,enzyme0,1,63,4,67
3,39,enzyme3,1,69,6,75
3,41,enzyme3,1,75,6,81
3,8,enzyme0,1,84,4,88
3,10,enzyme0,1,88,4,92
3,47,enzyme3,1,94,6,100
4,25,enzyme2,0,0,3,3
4,29,enzyme2,0,3,3,6
4,33,enzyme2,0,6,3,9
4,61,enzyme5,0,12,8,20
4,66,enzyme5,0,20,8,28
4,70,enzyme5,0,28,8,36
4,14,enzyme1,1,39,2,41
4,21,enzyme1,1,41,2,43
4,49,enzyme4,1,45,4,49
4,53,enzyme4,1,49,4,53
4,57,enzyme4,1,53,4,57
4,37,enzyme3,1,60,6,66
4,2,enzyme0,1,68,4,72
4,4,enzyme0,1,72,4,76
4,6,enzyme0,1,78,4,82
4,44,enzyme3,1,84,6,90
4,11,enzyme0,1,92,4,96
5,26,enzyme2,0,0,3,3
5,30,enzyme2,0,3,3,6
5,34,enzyme2,0,6,3,9
5,62,enzyme5,0,12,8,20
5,67,enzyme5,0,20,8,28
5,71,enzyme5,0,28,8,36
5,15,enzyme1,1,40,2,42
5,22,enzyme1,1,42,2,44
5,50,enzyme4,1,48,4,52
5,56,enzyme4,1,52,4,56
5,36,enzyme3,1,57,6,63
5,0,enzyme0,1,65,4,69
5,3,enzyme0,1,70,4,74
5,5,enzyme0,1,74,4,78
5,7,enzyme0,1,80,4,84
5,9,enzyme0,1,86,4,90
5,46,enzyme3,1,92,6,98
6,27,enzyme2,0,0,3,3
6,31,enzyme2,0,3,3,6
6,35,enzyme2,0,6,3,9
6,63,enzyme5,0,10,8,18
6,65,enzyme5,0,18,8,26
6,69,enzyme5,0,26,8,34
6,13,enzyme1,1,36,2,38
6,17,enzyme1,1,38,2,40
6,19,enzyme1,1,40,2,42
6,23,enzyme1,1,42,2,44
6,51,enzyme4,1,47,4,51
6,54,enzyme4,1,51,4,55
6,58,enzyme4,1,55,4,59
6,38,enzyme3,1,63,6,69
6,40,enzyme3,1,69,6,75
6,42,enzyme3,1,75,6,81
6,43,enzyme3,1,81,6,87
6,45,enzyme3,1,87,6,93
7,24,enzyme2,1,3,3,6
7,26,enzyme2,1,6,3,9
7,28,enzyme2,1,9,3,12
7,30,enzyme2,1,12,3,15
7,32,enzyme2,1,15,3,18
7,34,enzyme2,1,18,3,21
7,60,enzyme5,1,23,3,26
7,62,enzyme5,1,26,3,29
7,64,enzyme5,1,29,3,32
7,66,enzyme5,1,32,3,35
7,68,enzyme5,1,35,3,38
7,70,enzyme5,1,38,3,41
7,48,enzyme4,2,48,7,55
7,50,enzyme4,2,55,7,62
7,36,enzyme3,2,66,6,72
7,1,enzyme0,2,75,4,79
7,3,enzyme0,2,79,4,83
7,5,enzyme0,2,83,4,87
7,7,enzyme0,2,87,4,91
7,9,enzyme0,2,91,4,95
7,11,enzyme0,2,96,4,100
7,38,enzyme3,2,102,6,108
7,40,enzyme3,2,108,6,114
7,42,enzyme3,2,114,6,120
7,44,enzyme3,2,120,6,126
7,46,enzyme3,2,126,6,132
7,53,enzyme4,2,134,7,141
7,55,enzyme4,2,141,7,148
7,57,enzyme4,2,148,7,155
7,59,enzyme4,2,155,7,162
8,25,enzyme2,1,3,3,6
8,27,enzyme2,1,6,3,9
8,29,enzyme2,1,9,3,12
8,31,enzyme2,1,12,3,15
8,33,enzyme2,1,15,3,18
8,35,enzyme2,1,18,3,21
8,61,enzyme5,1,25,3,28
8,63,enzyme5,1,28,3,31
8,65,enzyme5,1,31,3,34
8,67,enzyme5,1,34,3,37
8,69,enzyme5,1,37,3,40
8,71,enzyme5,1,40,3,43
8,49,enzyme4,2,49,7,56
8,51,enzyme4,2,56,7,63
8,52,enzyme4,2,63,7,70
8,0,enzyme0,2,73,4,77
8,2,enzyme0,2,77,4,81
8,4,enzyme0,2,81,4,85
8,6,enzyme0,2,85,4,89
8,8,enzyme0,2,89,4,93
8,10,enzyme0,2,93,4,97
8,37,enzyme3,2,100,6,106
8,39,enzyme3,2,106,6,112
8,41,enzyme3,2,112,6,118
8,43,enzyme3,2,118,6,124
8,45,enzyme3,2,124,6,130
8,47,enzyme3,2,130,6,136
8,54,enzyme4,2,138,7,145
8,56,enzyme4,2,145,7,152
8,58,enzyme4,2,152,7,159
