Machine,Job,Product,Operation,Start,Duration,Completion
0,10,enzyme1,0,0,3,3
0,13,enzyme1,0,3,3,6
0,16,enzyme1,0,6,3,9
0,19,enzyme1,0,9,3,12
0,32,enzyme3,0,16,4,20
0,36,enzyme3,0,20,4,24
0,39,enzyme3,0,24,4,28
0,42,enzyme4,0,32,5,37
0,46,enzyme4,0,37,5,42
0,49,enzyme4,0,42,5,47
0,2,enzyme0,0,49,8,57
0,4,enzyme0,0,57,8,65
0,7,enzyme0,0,65,8,73
1,11,enzyme1,0,0,3,3
1,14,enzyme1,0,3,3,6
1,17,enzyme1,0,6,3,9
1,30,enzyme3,0,13,4,17
1,34,enzyme3,0,17,4,21
1,37,enzyme3,0,21,4,25
1,40,enzyme4,0,26,5,31
1,43,enzyme4,0,31,5,36
1,45,enzyme4,0,36,5,41
1,48,enzyme4,0,41,5,46
1,1,enzyme0,0,49,8,57
1,5,enzyme0,0,57,8,65
1,8,enzyme0,0,65,8,73
2,12,enzyme1,0,0,3,3
2,15,enzyme1,0,3,3,6
2,18,enzyme1,0,6,3,9
2,31,enzyme3,0,11,4,15
2,33,enzyme3,0,15,4,19
2,35,enzyme3,0,19,4,23
2,38,enzyme3,0,23,4,27
2,41,enzyme4,0,30,5,35
2,44,enzyme4,0,35,5,40
2,47,enzyme4,0,40,5,45
2,0,enzyme0,0,46,8,54
2,3,enzyme0,0,54,8,62
2,6,enzyme0,0,62,8,70
2,9,enzyme0,0,70,8,78
3,20,enzyme2,0,0,3,3
3,24,enzyme2,0,3,3,6
3,28,enzyme2,0,6,3,9
3,52,enzyme5,0,10,8,18
3,56,enzyme5,0,18,8,26
3,10,enzyme1,1,27,2,29
3,12,enzyme1,1,29,2,31
3,13,enzyme1,1,31,2,33
3,15,enzyme1,1,33,2,35
3,18,enzyme1,1,35,2,37
3,41,enzyme4,1,38,4,42
3,44,enzyme4,1,42,4,46
3,47,enzyme4,1,46,4,50
3,31,enzyme3,1,53,6,59
3,1,enzyme0,1,62,4,66
3,4,enzyme0,1,66,4,70
3,6,enzyme0,1,70,4,74
3,8,enzyme0,1,74,4,78
3,9,enzyme0,1,78,4,82
4,21,enzyme2,0,0,3,3
4,25,enzyme2,0,3,3,6
4,29,enzyme2,0,6,3,9
4,53,enzyme5,0,12,8,20
4,57,enzyme5,0,20,8,28
4,11,enzyme1,1,31,2,33
4,16,enzyme1,1,33,2,35
4,19,enzyme1,1,35,2,37
4,42,enzyme4,1,39,4,43
4,46,enzyme4,1,43,4,47
4,49,enzyme4,1,47,4,51
4,33,enzyme3,1,54,6,60
4,2,enzyme0,1,62,4,66
4,5,enzyme0,1,66,4,70
4,37,enzyme3,1,72,6,78
4,39,enzyme3,1,78,6,84
5,22,enzyme2,0,0,3,3
5,26,enzyme2,0,3,3,6
5,50,enzyme5,0,9,8,17
5,55,enzyme5,0,17,8,25
5,59,enzyme5,0,25,8,33
5,17,enzyme1,1,37,2,39
5,43,enzyme4,1,43,4,47
5,30,enzyme3,1,48,6,54
5,0,enzyme0,1,56,4,60
5,3,enzyme0,1,62,4,66
5,35,enzyme3,1,68,6,74
5,38,enzyme3,1,74,6,80
6,23,enzyme2,0,0,3,3
6,27,enzyme2,0,3,3,6
6,51,enzyme5,0,7,8,15
6,54,enzyme5,0,15,8,23
6,58,enzyme5,0,23,8,31
6,14,enzyme1,1,33,2,35
6,40,enzyme4,1,38,4,42
6,45,enzyme4,1,42,4,46
6,48,enzyme4,1,46,4,50
6,32,enzyme3,1,54,6,60
6,34,enzyme3,1,60,6,66
6,36,enzyme3,1,66,6,72
6,7,enzyme0,1,75,4,79
7,20,enzyme2,1,3,3,6
7,22,enzyme2,1,6,3,9
7,24,enzyme2,1,9,3,12
7,26,enzyme2,1,12,3,15
7,28,enzyme2,1,15,3,18
7,50,enzyme5,1,20,3,23
7,52,enzyme5,1,23,3,26
7,54,enzyme5,1,26,3,29
7,56,enzyme5,1,29,3,32
7,58,enzyme5,1,32,3,35
7,40,enzyme4,2,42,7,49
7,42,enzyme4,2,49,7,56
7,30,enzyme3,2,60,6,66
7,1,enzyme0,2,69,4,73
7,3,enzyme0,2,73,4,77
7,5,enzyme0,2,77,4,81
7,7,enzyme0,2,81,4,85
7,9,enzyme0,2,85,4,89
7,32,enzyme3,2,91,6,97
7,34,enzyme3,2,97,6,103
7,36,enzyme3,2,103,6,109
7,38,enzyme3,2,109,6,115
7,45,enzyme4,2,117,7,124
7,47,enzyme4,2,124,7,131
7,49,enzyme4,2,131,7,138
8,21,enzyme2,1,3,3,6
8,23,enzyme2,1,6,3,9
8,25,enzyme2,1,9,3,12
8,27,enzyme2,1,12,3,15
8,29,enzyme2,1,15,3,18
8,51,enzyme5,1,22,3,25
8,53,enzyme5,1,25,3,28
8,55,enzyme5,1,28,3,31
8,57,enzyme5,1,31,3,34
8,59,enzyme5,1,34,3,37
8,41,enzyme4,2,42,7,49
8,43,enzyme4,2,49,7,56
8,44,enzyme4,2,56,7,63
8,0,enzyme0,2,66,4,70
8,2,enzyme0,2,70,4,74
8,4,enzyme0,2,74,4,78
8,6,enzyme0,2,78,4,82
8,8,enzyme0,2,82,4,86
8,31,enzyme3,2,89,6,95
8,33,enzyme3,2,95,6,101
8,35,enzyme3,2,101,6,107
8,37,enzyme3,2,107,6,113
8,39,enzyme3,2,113,6,119
8,46,enzyme4,2,121,7,128
8,48,enzyme4,2,128,7,135
