Machine,Job,Product,Operation,Start,Duration,Completion
0,9,enzyme1,0,0,3,3
0,12,enzyme1,0,3,3,6
0,15,enzyme1,0,6,3,9
0,27,enzyme3,0,13,4,17
0,31,enzyme3,0,17,4,21
0,34,enzyme3,0,21,4,25
0,37,enzyme4,0,29,5,34
0,41,enzyme4,0,34,5,39
0,44,enzyme4,0,39,5,44
0,2,enzyme0,0,46,8,54
0,5,enzyme0,0,54,8,62
0,8,enzyme0,0,62,8,70
1,10,enzyme1,0,0,3,3
1,13,enzyme1,0,3,3,6
1,16,enzyme1,0,6,3,9
1,28,enzyme3,0,13,4,17
1,32,enzyme3,0,17,4,21
1,35,enzyme3,0,21,4,25
1,38,enzyme4,0,26,5,31
1,39,enzyme4,0,31,5,36
1,42,enzyme4,0,36,5,41
1,0,enzyme0,0,44,8,52
1,4,enzyme0,0,52,8,60
1,7,enzyme0,0,60,8,68
2,11,enzyme1,0,0,3,3
2,14,enzyme1,0,3,3,6
2,17,enzyme1,0,6,3,9
2,29,enzyme3,0,11,4,15
2,30,enzyme3,0,15,4,19
2,33,enzyme3,0,19,4,23
2,36,enzyme4,0,26,5,31
2,40,enzyme4,0,31,5,36
2,43,enzyme4,0,36,5,41
2,1,enzyme0,0,42,8,50
2,3,enzyme0,0,50,8,58
2,6,enzyme0,0,58,8,66
3,18,enzyme2,0,0,3,3
3,22,enzyme2,0,3,3,6
3,26,enzyme2,0,6,3,9
3,48,enzyme5,0,10,8,18
3,52,enzyme5,0,18,8,26
3,11,enzyme1,1,27,2,29
3,12,enzyme1,1,29,2,31
3,14,enzyme1,1,31,2,33
3,36,enzyme4,1,34,4,38
3,40,enzyme4,1,38,4,42
3,43,enzyme4,1,42,4,46
3,29,enzyme3,1,49,6,55
3,30,enzyme3,1,55,6,61
3,5,enzyme0,1,64,4,68
3,7,enzyme0,1,68,4,72
3,35,enzyme3,1,74,6,80
4,19,enzyme2,0,0,3,3
4,23,enzyme2,0,3,3,6
4,45,enzyme5,0,9,8,17
4,50,enzyme5,0,17,8,25
4,9,enzyme1,1,28,2,30
4,13,enzyme1,1,30,2,32
4,17,enzyme1,1,32,2,34
4,37,enzyme4,1,36,4,40
4,41,enzyme4,1,40,4,44
4,44,enzyme4,1,44,4,48
4,1,enzyme0,1,52,4,56
4,3,enzyme0,1,58,4,62
4,32,enzyme3,1,64,6,70
4,8,enzyme0,1,72,4,76
5,20,enzyme2,0,0,3,3
5,24,enzyme2,0,3,3,6
5,46,enzyme5,0,9,8,17
5,51,enzyme5,0,17,8,25
5,10,enzyme1,1,29,2,31
5,15,enzyme1,1,31,2,33
5,38,enzyme4,1,37,4,41
5,42,enzyme4,1,41,4,45
5,28,enzyme3,1,46,6,52
5,0,enzyme0,1,54,4,58
5,4,enzyme0,1,60,4,64
5,6,enzyme0,1,66,4,70
5,34,enzyme3,1,72,6,78
6,21,enzyme2,0,0,3,3
6,25,enzyme2,0,3,3,6
6,47,enzyme5,0,7,8,15
6,49,enzyme5,0,15,8,23
6,53,enzyme5,0,23,8,31
6,16,enzyme1,1,33,2,35
6,39,enzyme4,1,38,4,42
6,27,enzyme3,1,46,6,52
6,2,enzyme0,1,55,4,59
6,31,enzyme3,1,61,6,67
6,33,enzyme3,1,67,6,73
7,18,enzyme2,1,3,3,6
7,20,enzyme2,1,6,3,9
7,22,enzyme2,1,9,3,12
7,24,enzyme2,1,12,3,15
7,26,enzyme2,1,15,3,18
7,45,enzyme5,1,20,3,23
7,48,enzyme5,1,23,3,26
7,50,enzyme5,1,26,3,29
7,52,enzyme5,1,29,3,32
7,36,enzyme4,2,38,7,45
7,38,enzyme4,2,45,7,52
7,27,enzyme3,2,56,6,62
7,2,enzyme0,2,65,4,69
7,4,enzyme0,2,69,4,73
7,6,enzyme0,2,73,4,77
7,8,enzyme0,2,77,4,81
7,29,enzyme3,2,83,6,89
7,31,enzyme3,2,89,6,95
7,33,enzyme3,2,95,6,101
7,35,enzyme3,2,101,6,107
7,41,enzyme4,2,109,7,116
7,43,enzyme4,2,116,7,123
8,19,enzyme2,1,3,3,6
8,21,enzyme2,1,6,3,9
8,23,enzyme2,1,9,3,12
8,25,enzyme2,1,12,3,15
8,47,enzyme5,1,19,3,22
8,46,enzyme5,1,22,3,25
8,49,enzyme5,1,25,3,28
8,51,enzyme5,1,28,3,31
8,53,enzyme5,1,31,3,34
8,37,enzyme4,2,40,7,47
8,39,enzyme4,2,47,7,54
8,1,enzyme0,2,57,4,61
8,0,enzyme0,2,61,4,65
8,3,enzyme0,2,65,4,69
8,5,enzyme0,2,69,4,73
8,7,enzyme0,2,73,4,77
8,28,enzyme3,2,80,6,86
8,30,enzyme3,2,86,6,92
8,32,enzyme3,2,92,6,98
8,34,enzyme3,2,98,6,104
8,40,enzyme4,2,106,7,113
8,42,enzyme4,2,113,7,120
8,44,enzyme4,2,120,7,127
