Machine,Job,Product,Operation,Start,Duration,Completion
0,4,enzyme1,0,0,3,3
0,7,enzyme1,0,3,3,6
0,14,enzyme3,0,10,4,14
0,18,enzyme4,0,18,5,23
0,2,enzyme0,0,25,8,33
1,5,enzyme1,0,0,3,3
1,12,enzyme3,0,7,4,11
1,16,enzyme4,0,12,5,17
1,19,enzyme4,0,17,5,22
1,1,enzyme0,0,25,8,33
2,6,enzyme1,0,0,3,3
2,13,enzyme3,0,5,4,9
2,15,enzyme3,0,9,4,13
2,17,enzyme4,0,16,5,21
2,0,enzyme0,0,22,8,30
2,3,enzyme0,0,30,8,38
3,8,enzyme2,0,0,3,3
3,20,enzyme5,0,4,8,12
3,4,enzyme1,1,13,2,15
3,12,enzyme3,1,18,6,24
3,19,enzyme4,1,28,4,32
3,1,enzyme0,1,35,4,39
4,9,enzyme2,0,0,3,3
4,21,enzyme5,0,6,8,14
4,6,enzyme1,1,17,2,19
4,13,enzyme3,1,22,6,28
4,0,enzyme0,1,30,4,34
4,2,enzyme0,1,34,4,38
4,3,enzyme0,1,38,4,42
5,10,enzyme2,0,0,3,3
5,22,enzyme5,0,6,8,14
5,7,enzyme1,1,18,2,20
5,17,enzyme4,1,24,4,28
5,15,enzyme3,1,29,6,35
6,11,enzyme2,0,0,3,3
6,23,enzyme5,0,4,8,12
6,5,enzyme1,1,14,2,16
6,16,enzyme4,1,19,4,23
6,18,enzyme4,1,23,4,27
6,14,enzyme3,1,31,6,37
7,8,enzyme2,1,3,3,6
7,10,enzyme2,1,6,3,9
7,20,enzyme5,1,12,3,15
7,21,enzyme5,1,15,3,18
7,12,enzyme3,2,24,6,30
7,13,enzyme3,2,30,6,36
7,0,enzyme0,2,39,4,43
7,1,enzyme0,2,43,4,47
7,14,enzyme3,2,49,6,55
7,18,enzyme4,2,57,7,64
8,9,enzyme2,1,3,3,6
8,11,enzyme2,1,6,3,9
8,23,enzyme5,1,13,3,16
8,22,enzyme5,1,16,3,19
8,16,enzyme4,2,23,7,30
8,17,enzyme4,2,30,7,37
8,2,enzyme0,2,40,4,44
8,3,enzyme0,2,44,4,48
8,15,enzyme3,2,51,6,57
8,19,enzyme4,2,59,7,66
