Machine,Job,Product,Operation,Start,Duration,Completion
0,29,enzyme3,0,0,4,4
0,26,enzyme3,0,4,4,8
0,39,enzyme4,0,12,5,17
0,36,enzyme4,0,17,5,22
0,33,enzyme4,0,22,5,27
0,14,enzyme1,0,31,3,34
0,11,enzyme1,0,34,3,37
0,8,enzyme1,0,37,3,40
0,5,enzyme0,0,41,8,49
0,3,enzyme0,0,49,8,57
0,0,enzyme0,0,57,8,65
1,30,enzyme3,0,0,4,4
1,27,enzyme3,0,4,4,8
1,24,enzyme3,0,8,4,12
1,37,enzyme4,0,13,5,18
1,35,enzyme4,0,18,5,23
1,32,enzyme4,0,23,5,28
1,13,enzyme1,0,32,3,35
1,9,enzyme1,0,35,3,38
1,6,enzyme0,0,39,8,47
1,4,enzyme0,0,47,8,55
1,1,enzyme0,0,55,8,63
2,31,enzyme3,0,0,4,4
2,28,enzyme3,0,4,4,8
2,25,enzyme3,0,8,4,12
2,38,enzyme4,0,15,5,20
2,34,enzyme4,0,20,5,25
2,15,enzyme1,0,29,3,32
2,12,enzyme1,0,32,3,35
2,10,enzyme1,0,35,3,38
2,7,enzyme0,0,42,8,50
2,2,enzyme0,0,50,8,58
3,20,enzyme2,0,0,3,3
3,16,enzyme2,0,3,3,6
3,44,enzyme5,0,7,8,15
3,42,enzyme5,0,15,8,23
3,30,enzyme3,1,24,6,30
3,26,enzyme3,1,30,6,36
3,37,enzyme4,1,40,4,44
3,34,enzyme4,1,44,4,48
3,14,enzyme1,1,50,2,52
3,10,enzyme1,1,52,2,54
3,6,enzyme0,1,58,4,62
3,2,enzyme0,1,62,4,66
4,21,enzyme2,0,0,3,3
4,17,enzyme2,0,3,3,6
4,45,enzyme5,0,9,8,17
4,40,enzyme5,0,17,8,25
4,28,enzyme3,1,27,6,33
4,25,enzyme3,1,33,6,39
4,38,enzyme4,1,41,4,45
4,33,enzyme4,1,45,4,49
4,13,enzyme1,1,53,2,55
4,5,enzyme0,1,57,4,61
4,3,enzyme0,1,61,4,65
5,22,enzyme2,0,0,3,3
5,18,enzyme2,0,3,3,6
5,46,enzyme5,0,9,8,17
5,41,enzyme5,0,17,8,25
5,29,enzyme3,1,29,6,35
5,24,enzyme3,1,35,6,41
5,36,enzyme4,1,42,4,46
5,15,enzyme1,1,50,2,52
5,11,enzyme1,1,52,2,54
5,8,enzyme1,1,54,2,56
5,4,enzyme0,1,60,4,64
5,0,enzyme0,1,65,4,69
6,23,enzyme2,0,0,3,3
6,19,enzyme2,0,3,3,6
6,47,enzyme5,0,7,8,15
6,43,enzyme5,0,15,8,23
6,31,enzyme3,1,24,6,30
6,27,enzyme3,1,30,6,36
6,39,enzyme4,1,38,4,42
6,35,enzyme4,1,42,4,46
6,32,enzyme4,1,46,4,50
6,12,enzyme1,1,52,2,54
6,9,enzyme1,1,54,2,56
6,7,enzyme0,1,60,4,64
6,1,enzyme0,1,64,4,68
7,22,enzyme2,1,3,3,6
7,20,enzyme2,1,6,3,9
7,18,enzyme2,1,9,3,12
7,16,enzyme2,1,12,3,15
7,44,enzyme5,1,17,3,20
7,46,enzyme5,1,20,3,23
7,43,enzyme5,1,23,3,26
7,41,enzyme5,1,26,3,29
7,31,enzyme3,2,30,6,36
7,28,enzyme3,2,36,6,42
7,27,enzyme3,2,42,6,48
7,25,enzyme3,2,48,6,54
7,39,enzyme4,2,56,7,63
7,38,enzyme4,2,63,7,70
7,35,enzyme4,2,70,7,77
7,33,enzyme4,2,77,7,84
7,5,enzyme0,2,86,4,90
7,7,enzyme0,2,90,4,94
7,3,enzyme0,2,94,4,98
7,1,enzyme0,2,98,4,102
8,23,enzyme2,1,3,3,6
8,21,enzyme2,1,6,3,9
8,19,enzyme2,1,9,3,12
8,17,enzyme2,1,12,3,15
8,47,enzyme5,1,19,3,22
8,45,enzyme5,1,22,3,25
8,42,enzyme5,1,25,3,28
8,40,enzyme5,1,28,3,31
8,30,enzyme3,2,32,6,38
8,29,enzyme3,2,38,6,44
8,26,enzyme3,2,44,6,50
8,24,enzyme3,2,50,6,56
8,37,enzyme4,2,58,7,65
8,36,enzyme4,2,65,7,72
8,34,enzyme4,2,72,7,79
8,32,enzyme4,2,79,7,86
8,6,enzyme0,2,89,4,93
8,4,enzyme0,2,93,4,97
8,2,enzyme0,2,97,4,101
8,0,enzyme0,2,101,4,105
