Machine,Job,Product,Operation,Start,Duration,Completion
0,41,enzyme3,0,0,4,4
0,38,enzyme3,0,4,4,8
0,35,enzyme3,0,8,4,12
0,54,enzyme4,0,16,5,21
0,51,enzyme4,0,21,5,26
0,48,enzyme4,0,26,5,31
0,45,enzyme4,0,31,5,36
0,9,enzyme0,0,38,8,46
0,6,enzyme0,0,46,8,54
0,3,enzyme0,0,54,8,62
0,0,enzyme0,0,62,8,70
0,19,enzyme1,0,73,3,76
0,14,enzyme1,0,76,3,79
0,11,enzyme1,0,79,3,82
1,42,enzyme3,0,0,4,4
1,39,enzyme3,0,4,4,8
1,36,enzyme3,0,8,4,12
1,33,enzyme3,0,12,4,16
1,52,enzyme4,0,17,5,22
1,50,enzyme4,0,22,5,27
1,47,enzyme4,0,27,5,32
1,44,enzyme4,0,32,5,37
1,8,enzyme0,0,40,8,48
1,5,enzyme0,0,48,8,56
1,2,enzyme0,0,56,8,64
1,21,enzyme1,0,68,3,71
1,17,enzyme1,0,71,3,74
1,15,enzyme1,0,74,3,77
1,12,enzyme1,0,77,3,80
2,43,enzyme3,0,0,4,4
2,40,enzyme3,0,4,4,8
2,37,enzyme3,0,8,4,12
2,34,enzyme3,0,12,4,16
2,53,enzyme4,0,19,5,24
2,49,enzyme4,0,24,5,29
2,46,enzyme4,0,29,5,34
2,10,enzyme0,0,35,8,43
2,7,enzyme0,0,43,8,51
2,4,enzyme0,0,51,8,59
2,1,enzyme0,0,59,8,67
2,20,enzyme1,0,68,3,71
2,18,enzyme1,0,71,3,74
2,16,enzyme1,0,74,3,77
2,13,enzyme1,0,77,3,80
3,29,enzyme2,0,0,3,3
3,25,enzyme2,0,3,3,6
3,65,enzyme5,0,7,8,15
3,61,enzyme5,0,15,8,23
3,57,enzyme5,0,23,8,31
3,42,enzyme3,1,32,6,38
3,38,enzyme3,1,38,6,44
3,35,enzyme3,1,44,6,50
3,52,enzyme4,1,54,4,58
3,47,enzyme4,1,58,4,62
3,10,enzyme0,1,65,4,69
3,5,enzyme0,1,69,4,73
3,2,enzyme0,1,73,4,77
3,20,enzyme1,1,80,2,82
3,13,enzyme1,1,82,2,84
4,30,enzyme2,0,0,3,3
4,26,enzyme2,0,3,3,6
4,22,enzyme2,0,6,3,9
4,62,enzyme5,0,12,8,20
4,58,enzyme5,0,20,8,28
4,43,enzyme3,1,30,6,36
4,39,enzyme3,1,36,6,42
4,36,enzyme3,1,42,6,48
4,54,enzyme4,1,50,4,54
4,50,enzyme4,1,54,4,58
4,48,enzyme4,1,58,4,62
4,44,enzyme4,1,62,4,66
4,7,enzyme0,1,70,4,74
4,0,enzyme0,1,74,4,78
4,17,enzyme1,1,80,2,82
4,14,enzyme1,1,82,2,84
5,31,enzyme2,0,0,3,3
5,27,enzyme2,0,3,3,6
5,23,enzyme2,0,6,3,9
5,63,enzyme5,0,12,8,20
5,59,enzyme5,0,20,8,28
5,55,enzyme5,0,28,8,36
5,40,enzyme3,1,40,6,46
5,34,enzyme3,1,46,6,52
5,53,enzyme4,1,53,4,57
5,49,enzyme4,1,57,4,61
5,45,enzyme4,1,61,4,65
5,8,enzyme0,1,66,4,70
5,4,enzyme0,1,70,4,74
5,1,enzyme0,1,74,4,78
5,18,enzyme1,1,80,2,82
5,15,enzyme1,1,82,2,84
5,11,enzyme1,1,84,2,86
6,32,enzyme2,0,0,3,3
6,28,enzyme2,0,3,3,6
6,24,enzyme2,0,6,3,9
6,64,enzyme5,0,10,8,18
6,60,enzyme5,0,18,8,26
6,56,enzyme5,0,26,8,34
6,41,enzyme3,1,35,6,41
6,37,enzyme3,1,41,6,47
6,33,enzyme3,1,47,6,53
6,51,enzyme4,1,55,4,59
6,46,enzyme4,1,59,4,63
6,9,enzyme0,1,65,4,69
6,6,enzyme0,1,69,4,73
6,3,enzyme0,1,73,4,77
6,21,enzyme1,1,78,2,80
6,19,enzyme1,1,80,2,82
6,16,enzyme1,1,82,2,84
6,12,enzyme1,1,84,2,86
7,31,enzyme2,1,3,3,6
7,29,enzyme2,1,6,3,9
7,27,enzyme2,1,9,3,12
7,25,enzyme2,1,12,3,15
7,23,enzyme2,1,15,3,18
7,65,enzyme5,1,20,3,23
7,63,enzyme5,1,23,3,26
7,62,enzyme5,1,26,3,29
7,60,enzyme5,1,29,3,32
7,58,enzyme5,1,32,3,35
7,56,enzyme5,1,35,3,38
7,43,enzyme3,2,39,6,45
7,41,enzyme3,2,45,6,51
7,38,enzyme3,2,51,6,57
7,37,enzyme3,2,57,6,63
7,35,enzyme3,2,63,6,69
7,33,enzyme3,2,69,6,75
7,53,enzyme4,2,77,7,84
7,50,enzyme4,2,84,7,91
7,49,enzyme4,2,91,7,98
7,47,enzyme4,2,98,7,105
7,45,enzyme4,2,105,7,112
7,10,enzyme0,2,114,4,118
7,8,enzyme0,2,118,4,122
7,5,enzyme0,2,122,4,126
7,4,enzyme0,2,126,4,130
7,2,enzyme0,2,130,4,134
7,0,enzyme0,2,134,4,138
8,32,enzyme2,1,3,3,6
8,30,enzyme2,1,6,3,9
8,28,enzyme2,1,9,3,12
8,26,enzyme2,1,12,3,15
8,24,enzyme2,1,15,3,18
8,22,enzyme2,1,18,3,21
8,64,enzyme5,1,25,3,28
8,61,enzyme5,1,28,3,31
8,59,enzyme5,1,31,3,34
8,57,enzyme5,1,34,3,37
8,55,enzyme5,1,37,3,40
8,42,enzyme3,2,41,6,47
8,39,enzyme3,2,47,6,53
8,40,enzyme3,2,53,6,59
8,36,enzyme3,2,59,6,65
8,34,enzyme3,2,65,6,71
8,54,enzyme4,2,73,7,80
8,52,enzyme4,2,80,7,87
8,51,enzyme4,2,87,7,94
8,48,enzyme4,2,94,7,101
8,46,enzyme4,2,101,7,108
8,44,enzyme4,2,108,7,115
8,9,enzyme0,2,118,4,122
8,6,enzyme0,2,122,4,126
8,7,enzyme0,2,126,4,130
8,3,enzyme0,2,130,4,134
8,1,enzyme0,2,134,4,138
