Machine,Job,Product,Operation,Start,Duration,Completion
0,25,enzyme3,0,0,4,4
0,22,enzyme3,0,4,4,8
0,33,enzyme4,0,12,5,17
0,30,enzyme4,0,17,5,22
0,6,enzyme0,0,24,8,32
0,3,enzyme0,0,32,8,40
0,0,enzyme0,0,40,8,48
0,10,enzyme1,0,51,3,54
1,26,enzyme3,0,0,4,4
1,23,enzyme3,0,4,4,8
1,34,enzyme4,0,9,5,14
1,31,enzyme4,0,14,5,19
1,29,enzyme4,0,19,5,24
1,5,enzyme0,0,27,8,35
1,1,enzyme0,0,35,8,43
1,12,enzyme1,0,47,3,50
1,8,enzyme1,0,50,3,53
2,27,enzyme3,0,0,4,4
2,24,enzyme3,0,4,4,8
2,21,enzyme3,0,8,4,12
2,32,enzyme4,0,15,5,20
2,28,enzyme4,0,20,5,25
2,4,enzyme0,0,26,8,34
2,2,enzyme0,0,34,8,42
2,13,enzyme1,0,43,3,46
2,11,enzyme1,0,46,3,49
2,9,enzyme1,0,49,3,52
2,7,enzyme1,0,52,3,55
3,17,enzyme2,0,0,3,3
3,41,enzyme5,0,4,8,12
3,37,enzyme5,0,12,8,20
3,26,enzyme3,1,21,6,27
3,22,enzyme3,1,27,6,33
3,33,enzyme4,1,37,4,41
3,6,enzyme0,1,44,4,48
3,2,enzyme0,1,48,4,52
3,11,enzyme1,1,55,2,57
4,18,enzyme2,0,0,3,3
4,14,enzyme2,0,3,3,6
4,38,enzyme5,0,9,8,17
4,27,enzyme3,1,19,6,25
4,23,enzyme3,1,25,6,31
4,21,enzyme3,1,31,6,37
4,30,enzyme4,1,39,4,43
4,4,enzyme0,1,47,4,51
4,13,enzyme1,1,53,2,55
4,8,enzyme1,1,55,2,57
5,19,enzyme2,0,0,3,3
5,15,enzyme2,0,3,3,6
5,39,enzyme5,0,9,8,17
5,35,enzyme5,0,17,8,25
5,24,enzyme3,1,29,6,35
5,31,enzyme4,1,36,4,40
5,28,enzyme4,1,40,4,44
5,3,enzyme0,1,45,4,49
5,1,enzyme0,1,49,4,53
5,12,enzyme1,1,55,2,57
5,7,enzyme1,1,57,2,59
6,20,enzyme2,0,0,3,3
6,16,enzyme2,0,3,3,6
6,40,enzyme5,0,7,8,15
6,36,enzyme5,0,15,8,23
6,25,enzyme3,1,24,6,30
6,34,enzyme4,1,32,4,36
6,32,enzyme4,1,36,4,40
6,29,enzyme4,1,40,4,44
6,5,enzyme0,1,46,4,50
6,0,enzyme0,1,50,4,54
6,9,enzyme1,1,55,2,57
6,10,enzyme1,1,57,2,59
7,19,enzyme2,1,3,3,6
7,17,enzyme2,1,6,3,9
7,15,enzyme2,1,9,3,12
7,41,enzyme5,1,14,3,17
7,39,enzyme5,1,17,3,20
7,38,enzyme5,1,20,3,23
7,36,enzyme5,1,23,3,26
7,27,enzyme3,2,27,6,33
7,25,enzyme3,2,33,6,39
7,22,enzyme3,2,39,6,45
7,21,enzyme3,2,45,6,51
7,32,enzyme4,2,53,7,60
7,33,enzyme4,2,60,7,67
7,29,enzyme4,2,67,7,74
7,6,enzyme0,2,76,4,80
7,5,enzyme0,2,80,4,84
7,2,enzyme0,2,84,4,88
7,0,enzyme0,2,88,4,92
8,20,enzyme2,1,3,3,6
8,18,enzyme2,1,6,3,9
8,16,enzyme2,1,9,3,12
8,14,enzyme2,1,12,3,15
8,40,enzyme5,1,19,3,22
8,37,enzyme5,1,22,3,25
8,35,enzyme5,1,25,3,28
8,26,enzyme3,2,29,6,35
8,23,enzyme3,2,35,6,41
8,24,enzyme3,2,41,6,47
8,34,enzyme4,2,49,7,56
8,31,enzyme4,2,56,7,63
8,30,enzyme4,2,63,7,70
8,28,enzyme4,2,70,7,77
8,3,enzyme0,2,80,4,84
8,4,enzyme0,2,84,4,88
8,1,enzyme0,2,88,4,92
