Machine,Job,Product,Operation,Start,Duration,Completion
0,33,enzyme3,0,0,4,4
0,30,enzyme3,0,4,4,8
0,27,enzyme3,0,8,4,12
0,42,enzyme4,0,16,5,21
0,39,enzyme4,0,21,5,26
0,36,enzyme4,0,26,5,31
0,6,enzyme0,0,33,8,41
0,3,enzyme0,0,41,8,49
0,0,enzyme0,0,49,8,57
0,15,enzyme1,0,60,3,63
0,11,enzyme1,0,63,3,66
1,34,enzyme3,0,0,4,4
1,31,enzyme3,0,4,4,8
1,28,enzyme3,0,8,4,12
1,43,enzyme4,0,13,5,18
1,41,enzyme4,0,18,5,23
1,38,enzyme4,0,23,5,28
1,8,enzyme0,0,31,8,39
1,4,enzyme0,0,39,8,47
1,1,enzyme0,0,47,8,55
1,16,enzyme1,0,59,3,62
1,12,enzyme1,0,62,3,65
1,9,enzyme1,0,65,3,68
2,35,enzyme3,0,0,4,4
2,32,enzyme3,0,4,4,8
2,29,enzyme3,0,8,4,12
2,44,enzyme4,0,15,5,20
2,40,enzyme4,0,20,5,25
2,37,enzyme4,0,25,5,30
2,7,enzyme0,0,31,8,39
2,5,enzyme0,0,39,8,47
2,2,enzyme0,0,47,8,55
2,17,enzyme1,0,56,3,59
2,14,enzyme1,0,59,3,62
2,13,enzyme1,0,62,3,65
2,10,enzyme1,0,65,3,68
3,23,enzyme2,0,0,3,3
3,19,enzyme2,0,3,3,6
3,51,enzyme5,0,7,8,15
3,49,enzyme5,0,15,8,23
3,45,enzyme5,0,23,8,31
3,32,enzyme3,1,32,6,38
3,28,enzyme3,1,38,6,44
3,42,enzyme4,1,48,4,52
3,8,enzyme0,1,55,4,59
3,3,enzyme0,1,59,4,63
3,17,enzyme1,1,66,2,68
3,12,enzyme1,1,68,2,70
3,9,enzyme1,1,70,2,72
4,24,enzyme2,0,0,3,3
4,20,enzyme2,0,3,3,6
4,52,enzyme5,0,9,8,17
4,47,enzyme5,0,17,8,25
4,34,enzyme3,1,27,6,33
4,30,enzyme3,1,33,6,39
4,43,enzyme4,1,41,4,45
4,40,enzyme4,1,45,4,49
4,38,enzyme4,1,49,4,53
4,7,enzyme0,1,57,4,61
4,1,enzyme0,1,61,4,65
4,14,enzyme1,1,67,2,69
4,11,enzyme1,1,69,2,71
5,25,enzyme2,0,0,3,3
5,21,enzyme2,0,3,3,6
5,53,enzyme5,0,9,8,17
5,48,enzyme5,0,17,8,25
5,35,enzyme3,1,29,6,35
5,29,enzyme3,1,35,6,41
5,44,enzyme4,1,42,4,46
5,39,enzyme4,1,46,4,50
5,37,enzyme4,1,50,4,54
5,6,enzyme0,1,55,4,59
5,4,enzyme0,1,59,4,63
5,0,enzyme0,1,63,4,67
5,15,enzyme1,1,69,2,71
6,26,enzyme2,0,0,3,3
6,22,enzyme2,0,3,3,6
6,18,enzyme2,0,6,3,9
6,50,enzyme5,0,10,8,18
6,46,enzyme5,0,18,8,26
6,33,enzyme3,1,27,6,33
6,31,enzyme3,1,33,6,39
6,27,enzyme3,1,39,6,45
6,41,enzyme4,1,47,4,51
6,36,enzyme4,1,51,4,55
6,5,enzyme0,1,57,4,61
6,2,enzyme0,1,61,4,65
6,16,enzyme1,1,66,2,68
6,13,enzyme1,1,68,2,70
6,10,enzyme1,1,70,2,72
7,25,enzyme2,1,3,3,6
7,23,enzyme2,1,6,3,9
7,21,enzyme2,1,9,3,12
7,19,enzyme2,1,12,3,15
7,51,enzyme5,1,17,3,20
7,52,enzyme5,1,20,3,23
7,50,enzyme5,1,23,3,26
7,48,enzyme5,1,26,3,29
7,46,enzyme5,1,29,3,32
7,34,enzyme3,2,33,6,39
7,35,enzyme3,2,39,6,45
7,31,enzyme3,2,45,6,51
7,29,enzyme3,2,51,6,57
7,27,enzyme3,2,57,6,63
7,44,enzyme4,2,65,7,72
7,39,enzyme4,2,72,7,79
7,42,enzyme4,2,79,7,86
7,37,enzyme4,2,86,7,93
7,8,enzyme0,2,95,4,99
7,7,enzyme0,2,99,4,103
7,4,enzyme0,2,103,4,107
7,2,enzyme0,2,107,4,111
7,0,enzyme0,2,111,4,115
8,26,enzyme2,1,3,3,6
8,24,enzyme2,1,6,3,9
8,22,enzyme2,1,9,3,12
8,20,enzyme2,1,12,3,15
8,18,enzyme2,1,15,3,18
8,53,enzyme5,1,22,3,25
8,49,enzyme5,1,25,3,28
8,47,enzyme5,1,28,3,31
8,45,enzyme5,1,31,3,34
8,33,enzyme3,2,35,6,41
8,32,enzyme3,2,41,6,47
8,30,enzyme3,2,47,6,53
8,28,enzyme3,2,53,6,59
8,43,enzyme4,2,61,7,68
8,40,enzyme4,2,68,7,75
8,41,enzyme4,2,75,7,82
8,38,enzyme4,2,82,7,89
8,36,enzyme4,2,89,7,96
8,6,enzyme0,2,99,4,103
8,5,enzyme0,2,103,4,107
8,3,enzyme0,2,107,4,111
8,1,enzyme0,2,111,4,115
