Machine,Job,Product,Operation,Start,Duration,Completion
0,9,enzyme4,0,0,5,5
0,2,enzyme1,0,9,3,12
1,6,enzyme3,0,0,4,4
1,3,enzyme1,0,5,3,8
1,1,enzyme0,0,9,8,17
2,7,enzyme3,0,0,4,4
2,8,enzyme4,0,7,5,12
2,0,enzyme0,0,13,8,21
3,10,enzyme5,0,0,8,8
3,3,enzyme1,1,9,2,11
3,2,enzyme1,1,12,2,14
3,0,enzyme0,1,21,4,25
4,11,enzyme5,0,0,8,8
4,6,enzyme3,1,10,6,16
5,4,enzyme2,0,0,3,3
5,7,enzyme3,1,6,6,12
5,1,enzyme0,1,17,4,21
6,5,enzyme2,0,0,3,3
6,9,enzyme4,1,6,4,10
6,8,enzyme4,1,12,4,16
7,4,enzyme2,1,3,3,6
7,10,enzyme5,1,8,3,11
7,9,enzyme4,2,14,7,21
7,1,enzyme0,2,23,4,27
7,0,enzyme0,2,27,4,31
8,5,enzyme2,1,3,3,6
8,11,enzyme5,1,10,3,13
8,7,enzyme3,2,14,6,20
8,6,enzyme3,2,20,6,26
8,8,enzyme4,2,28,7,35
