Machine,Job,Product,Operation,Start,Duration,Completion
0,9,enzyme3,0,0,4,4
0,12,enzyme4,0,8,5,13
0,3,enzyme1,0,17,3,20
0,0,enzyme0,0,21,8,29
1,10,enzyme3,0,0,4,4
1,13,enzyme4,0,5,5,10
1,5,enzyme1,0,14,3,17
1,2,enzyme0,0,18,8,26
2,11,enzyme3,0,0,4,4
2,14,enzyme4,0,7,5,12
2,4,enzyme1,0,16,3,19
2,1,enzyme0,0,23,8,31
3,17,enzyme5,0,0,8,8
3,10,enzyme3,1,9,6,15
3,12,enzyme4,1,19,4,23
3,0,enzyme0,1,29,4,33
4,6,enzyme2,0,0,3,3
4,11,enzyme3,1,6,6,12
4,13,enzyme4,1,14,4,18
4,5,enzyme1,1,22,2,24
5,7,enzyme2,0,0,3,3
5,15,enzyme5,0,6,8,14
5,14,enzyme4,1,18,4,22
5,2,enzyme0,1,26,4,30
6,8,enzyme2,0,0,3,3
6,16,enzyme5,0,4,8,12
6,9,enzyme3,1,13,6,19
6,4,enzyme1,1,20,2,22
6,3,enzyme1,1,22,2,24
6,1,enzyme0,1,31,4,35
7,7,enzyme2,1,3,3,6
7,17,enzyme5,1,8,3,11
7,15,enzyme5,1,14,3,17
7,10,enzyme3,2,18,6,24
7,13,enzyme4,2,26,7,33
7,2,enzyme0,2,35,4,39
7,0,enzyme0,2,39,4,43
7,1,enzyme0,2,43,4,47
8,8,enzyme2,1,3,3,6
8,6,enzyme2,1,6,3,9
8,16,enzyme5,1,13,3,16
8,11,enzyme3,2,17,6,23
8,9,enzyme3,2,23,6,29
8,14,enzyme4,2,31,7,38
8,12,enzyme4,2,38,7,45
