Machine,Job,Product,Operation,Start,Duration,Completion
0,13,enzyme3,0,0,4,4
0,18,enzyme4,0,8,5,13
0,7,enzyme1,0,17,3,20
0,4,enzyme1,0,20,3,23
0,1,enzyme0,0,24,8,32
1,14,enzyme3,0,0,4,4
1,19,enzyme4,0,5,5,10
1,16,enzyme4,0,10,5,15
1,6,enzyme1,0,19,3,22
1,3,enzyme0,0,23,8,31
1,0,enzyme0,0,31,8,39
2,15,enzyme3,0,0,4,4
2,12,enzyme3,0,4,4,8
2,17,enzyme4,0,11,5,16
2,5,enzyme1,0,20,3,23
2,2,enzyme0,0,27,8,35
3,8,enzyme2,0,0,3,3
3,20,enzyme5,0,4,8,12
3,14,enzyme3,1,13,6,19
3,16,enzyme4,1,23,4,27
3,4,enzyme1,1,29,2,31
3,2,enzyme0,1,35,4,39
4,9,enzyme2,0,0,3,3
4,21,enzyme5,0,6,8,14
4,19,enzyme4,1,15,4,19
4,18,enzyme4,1,19,4,23
4,17,enzyme4,1,23,4,27
4,5,enzyme1,1,31,2,33
4,0,enzyme0,1,39,4,43
5,10,enzyme2,0,0,3,3
5,22,enzyme5,0,6,8,14
5,13,enzyme3,1,18,6,24
5,7,enzyme1,1,27,2,29
5,1,enzyme0,1,33,4,37
6,11,enzyme2,0,0,3,3
6,23,enzyme5,0,4,8,12
6,15,enzyme3,1,13,6,19
6,12,enzyme3,1,19,6,25
6,6,enzyme1,1,26,2,28
6,3,enzyme0,1,32,4,36
7,10,enzyme2,1,3,3,6
7,8,enzyme2,1,6,3,9
7,20,enzyme5,1,12,3,15
7,22,enzyme5,1,15,3,18
7,15,enzyme3,2,19,6,25
7,19,enzyme4,2,27,7,34
7,18,enzyme4,2,34,7,41
7,16,enzyme4,2,41,7,48
7,1,enzyme0,2,50,4,54
7,0,enzyme0,2,54,4,58
8,11,enzyme2,1,3,3,6
8,9,enzyme2,1,6,3,9
8,23,enzyme5,1,13,3,16
8,21,enzyme5,1,16,3,19
8,14,enzyme3,2,20,6,26
8,13,enzyme3,2,26,6,32
8,12,enzyme3,2,32,6,38
8,17,enzyme4,2,40,7,47
8,3,enzyme0,2,50,4,54
8,2,enzyme0,2,54,4,58
