Machine,Job,Product,Operation,Start,Duration,Completion
0,9,enzyme3,0,0,4,4
0,12,enzyme4,0,8,5,13
0,5,enzyme1,0,17,3,20
0,2,enzyme0,0,21,8,29
1,10,enzyme3,0,0,4,4
1,13,enzyme4,0,5,5,10
1,3,enzyme1,0,14,3,17
1,0,enzyme0,0,18,8,26
2,11,enzyme3,0,0,4,4
2,14,enzyme4,0,7,5,12
2,4,enzyme1,0,16,3,19
2,1,enzyme0,0,23,8,31
3,6,enzyme2,0,0,3,3
3,16,enzyme5,0,4,8,12
3,13,enzyme4,1,16,4,20
3,5,enzyme1,1,22,2,24
3,0,enzyme0,1,28,4,32
4,7,enzyme2,0,0,3,3
4,17,enzyme5,0,6,8,14
4,14,enzyme4,1,15,4,19
4,4,enzyme1,1,23,2,25
4,2,enzyme0,1,29,4,33
5,8,enzyme2,0,0,3,3
5,9,enzyme3,1,6,6,12
5,11,enzyme3,1,12,6,18
5,3,enzyme1,1,21,2,23
5,1,enzyme0,1,31,4,35
6,15,enzyme5,0,0,8,8
6,10,enzyme3,1,9,6,15
6,12,enzyme4,1,17,4,21
7,6,enzyme2,1,3,3,6
7,8,enzyme2,1,6,3,9
7,16,enzyme5,1,12,3,15
7,9,enzyme3,2,16,6,22
7,11,enzyme3,2,22,6,28
7,13,enzyme4,2,30,7,37
7,2,enzyme0,2,39,4,43
7,1,enzyme0,2,43,4,47
8,7,enzyme2,1,3,3,6
8,15,enzyme5,1,10,3,13
8,17,enzyme5,1,14,3,17
8,10,enzyme3,2,18,6,24
8,14,enzyme4,2,26,7,33
8,0,enzyme0,2,36,4,40
8,12,enzyme4,2,42,7,49
