Machine,Job,Product,Operation,Start,Duration,Completion
0,12,enzyme3,0,0,4,4
0,15,enzyme3,0,4,4,8
0,18,enzyme4,0,12,5,17
0,6,enzyme1,0,21,3,24
0,2,enzyme0,0,25,8,33
1,13,enzyme3,0,0,4,4
1,16,enzyme4,0,5,5,10
1,19,enzyme4,0,10,5,15
1,5,enzyme1,0,19,3,22
1,0,enzyme0,0,23,8,31
1,3,enzyme0,0,31,8,39
2,14,enzyme3,0,0,4,4
2,17,enzyme4,0,7,5,12
2,4,enzyme1,0,16,3,19
2,7,enzyme1,0,19,3,22
2,1,enzyme0,0,26,8,34
3,8,enzyme2,0,0,3,3
3,20,enzyme5,0,4,8,12
3,16,enzyme4,1,16,4,20
3,19,enzyme4,1,20,4,24
3,18,enzyme4,1,24,4,28
3,7,enzyme1,1,30,2,32
3,2,enzyme0,1,36,4,40
4,9,enzyme2,0,0,3,3
4,21,enzyme5,0,6,8,14
4,13,enzyme3,1,16,6,22
4,15,enzyme3,1,22,6,28
4,6,enzyme1,1,29,2,31
4,0,enzyme0,1,33,4,37
4,3,enzyme0,1,39,4,43
5,10,enzyme2,0,0,3,3
5,22,enzyme5,0,6,8,14
5,14,enzyme3,1,18,6,24
5,4,enzyme1,1,27,2,29
5,1,enzyme0,1,34,4,38
6,11,enzyme2,0,0,3,3
6,23,enzyme5,0,4,8,12
6,12,enzyme3,1,13,6,19
6,17,enzyme4,1,21,4,25
6,5,enzyme1,1,27,2,29
7,8,enzyme2,1,3,3,6
7,10,enzyme2,1,6,3,9
7,20,enzyme5,1,12,3,15
7,21,enzyme5,1,15,3,18
7,12,enzyme3,2,19,6,25
7,13,enzyme3,2,25,6,31
7,15,enzyme3,2,31,6,37
7,19,enzyme4,2,39,7,46
7,1,enzyme0,2,48,4,52
7,2,enzyme0,2,52,4,56
7,3,enzyme0,2,56,4,60
8,9,enzyme2,1,3,3,6
8,11,enzyme2,1,6,3,9
8,23,enzyme5,1,13,3,16
8,22,enzyme5,1,16,3,19
8,16,enzyme4,2,21,7,28
8,14,enzyme3,2,32,6,38
8,0,enzyme0,2,41,4,45
8,17,enzyme4,2,47,7,54
8,18,enzyme4,2,54,7,61
