Machine,Job,Product,Operation,Start,Duration,Completion
0,15,enzyme3,0,0,4,4
0,18,enzyme3,0,4,4,8
0,21,enzyme4,0,12,5,17
0,5,enzyme1,0,21,3,24
0,8,enzyme1,0,24,3,27
0,1,enzyme0,0,28,8,36
0,4,enzyme0,0,36,8,44
1,16,enzyme3,0,0,4,4
1,19,enzyme3,0,4,4,8
1,22,enzyme4,0,9,5,14
1,24,enzyme4,0,14,5,19
1,7,enzyme1,0,23,3,26
1,0,enzyme0,0,27,8,35
1,3,enzyme0,0,35,8,43
2,17,enzyme3,0,0,4,4
2,20,enzyme4,0,7,5,12
2,23,enzyme4,0,12,5,17
2,6,enzyme1,0,21,3,24
2,9,enzyme1,0,24,3,27
2,2,enzyme0,0,31,8,39
3,10,enzyme2,0,0,3,3
3,14,enzyme2,0,3,3,6
3,28,enzyme5,0,7,8,15
3,17,enzyme3,1,16,6,22
3,22,enzyme4,1,26,4,30
3,24,enzyme4,1,30,4,34
3,7,enzyme1,1,36,2,38
3,2,enzyme0,1,42,4,46
4,11,enzyme2,0,0,3,3
4,25,enzyme5,0,6,8,14
4,15,enzyme3,1,16,6,22
4,18,enzyme3,1,22,6,28
4,23,enzyme4,1,30,4,34
4,8,enzyme1,1,38,2,40
4,3,enzyme0,1,43,4,47
5,12,enzyme2,0,0,3,3
5,26,enzyme5,0,6,8,14
5,16,enzyme3,1,18,6,24
5,19,enzyme3,1,24,6,30
5,5,enzyme1,1,33,2,35
5,9,enzyme1,1,35,2,37
5,1,enzyme0,1,41,4,45
6,13,enzyme2,0,0,3,3
6,27,enzyme5,0,4,8,12
6,29,enzyme5,0,12,8,20
6,20,enzyme4,1,23,4,27
6,21,enzyme4,1,27,4,31
6,6,enzyme1,1,33,2,35
6,0,enzyme0,1,39,4,43
6,4,enzyme0,1,44,4,48
7,10,enzyme2,1,3,3,6
7,12,enzyme2,1,6,3,9
7,14,enzyme2,1,9,3,12
7,27,enzyme5,1,14,3,17
7,26,enzyme5,1,17,3,20
7,29,enzyme5,1,20,3,23
7,17,enzyme3,2,24,6,30
7,18,enzyme3,2,30,6,36
7,20,enzyme4,2,38,7,45
7,0,enzyme0,2,47,4,51
7,1,enzyme0,2,51,4,55
7,2,enzyme0,2,55,4,59
7,24,enzyme4,2,61,7,68
7,4,enzyme0,2,70,4,74
8,11,enzyme2,1,3,3,6
8,13,enzyme2,1,6,3,9
8,25,enzyme5,1,14,3,17
8,28,enzyme5,1,17,3,20
8,15,enzyme3,2,22,6,28
8,16,enzyme3,2,28,6,34
8,19,enzyme3,2,34,6,40
8,22,enzyme4,2,42,7,49
8,21,enzyme4,2,49,7,56
8,23,enzyme4,2,56,7,63
8,3,enzyme0,2,66,4,70
