Machine,Job,Product,Operation,Start,Duration,Completion
0,24,enzyme3,0,0,4,4
0,27,enzyme3,0,4,4,8
0,30,enzyme3,0,8,4,12
0,33,enzyme4,0,16,5,21
0,37,enzyme4,0,21,5,26
0,8,enzyme1,0,30,3,33
0,11,enzyme1,0,33,3,36
0,14,enzyme1,0,36,3,39
0,1,enzyme0,0,40,8,48
0,4,enzyme0,0,48,8,56
0,7,enzyme0,0,56,8,64
1,25,enzyme3,0,0,4,4
1,28,enzyme3,0,4,4,8
1,31,enzyme3,0,8,4,12
1,34,enzyme4,0,13,5,18
1,36,enzyme4,0,18,5,23
1,39,enzyme4,0,23,5,28
1,10,enzyme1,0,32,3,35
1,13,enzyme1,0,35,3,38
1,0,enzyme0,0,39,8,47
1,3,enzyme0,0,47,8,55
1,6,enzyme0,0,55,8,63
2,26,enzyme3,0,0,4,4
2,29,enzyme3,0,4,4,8
2,32,enzyme4,0,11,5,16
2,35,enzyme4,0,16,5,21
2,38,enzyme4,0,21,5,26
2,9,enzyme1,0,30,3,33
2,12,enzyme1,0,33,3,36
2,15,enzyme1,0,36,3,39
2,2,enzyme0,0,43,8,51
2,5,enzyme0,0,51,8,59
3,16,enzyme2,0,0,3,3
3,20,enzyme2,0,3,3,6
3,40,enzyme5,0,7,8,15
3,44,enzyme5,0,15,8,23
3,24,enzyme3,1,24,6,30
3,28,enzyme3,1,30,6,36
3,30,enzyme3,1,36,6,42
3,36,enzyme4,1,46,4,50
3,11,enzyme1,1,52,2,54
3,14,enzyme1,1,54,2,56
3,2,enzyme0,1,60,4,64
3,6,enzyme0,1,64,4,68
4,17,enzyme2,0,0,3,3
4,21,enzyme2,0,3,3,6
4,41,enzyme5,0,9,8,17
4,46,enzyme5,0,17,8,25
4,26,enzyme3,1,27,6,33
4,32,enzyme4,1,35,4,39
4,33,enzyme4,1,39,4,43
4,38,enzyme4,1,43,4,47
4,8,enzyme1,1,51,2,53
4,13,enzyme1,1,53,2,55
4,1,enzyme0,1,57,4,61
4,4,enzyme0,1,61,4,65
5,18,enzyme2,0,0,3,3
5,22,enzyme2,0,3,3,6
5,42,enzyme5,0,9,8,17
5,47,enzyme5,0,17,8,25
5,27,enzyme3,1,29,6,35
5,34,enzyme4,1,36,4,40
5,35,enzyme4,1,40,4,44
5,39,enzyme4,1,44,4,48
5,9,enzyme1,1,52,2,54
5,15,enzyme1,1,54,2,56
5,3,enzyme0,1,60,4,64
5,7,enzyme0,1,64,4,68
6,19,enzyme2,0,0,3,3
6,23,enzyme2,0,3,3,6
6,43,enzyme5,0,7,8,15
6,45,enzyme5,0,15,8,23
6,25,enzyme3,1,24,6,30
6,29,enzyme3,1,30,6,36
6,31,enzyme3,1,36,6,42
6,37,enzyme4,1,44,4,48
6,10,enzyme1,1,50,2,52
6,12,enzyme1,1,52,2,54
6,0,enzyme0,1,58,4,62
6,5,enzyme0,1,62,4,66
7,16,enzyme2,1,3,3,6
7,18,enzyme2,1,6,3,9
7,20,enzyme2,1,9,3,12
7,22,enzyme2,1,12,3,15
7,40,enzyme5,1,17,3,20
7,41,enzyme5,1,20,3,23
7,44,enzyme5,1,23,3,26
7,46,enzyme5,1,26,3,29
7,24,enzyme3,2,30,6,36
7,26,enzyme3,2,36,6,42
7,28,enzyme3,2,42,6,48
7,30,enzyme3,2,48,6,54
7,32,enzyme4,2,56,7,63
7,33,enzyme4,2,63,7,70
7,38,enzyme4,2,70,7,77
7,39,enzyme4,2,77,7,84
7,0,enzyme0,2,86,4,90
7,2,enzyme0,2,90,4,94
7,3,enzyme0,2,94,4,98
7,5,enzyme0,2,98,4,102
7,6,enzyme0,2,102,4,106
8,17,enzyme2,1,3,3,6
8,19,enzyme2,1,6,3,9
8,21,enzyme2,1,9,3,12
8,23,enzyme2,1,12,3,15
8,43,enzyme5,1,19,3,22
8,42,enzyme5,1,22,3,25
8,45,enzyme5,1,25,3,28
8,47,enzyme5,1,28,3,31
8,25,enzyme3,2,32,6,38
8,27,enzyme3,2,38,6,44
8,29,enzyme3,2,44,6,50
8,31,enzyme3,2,50,6,56
8,34,enzyme4,2,58,7,65
8,35,enzyme4,2,65,7,72
8,37,enzyme4,2,72,7,79
8,1,enzyme0,2,82,4,86
8,36,enzyme4,2,88,7,95
8,4,enzyme0,2,98,4,102
8,7,enzyme0,2,102,4,106
