Machine,Job,Product,Operation,Start,Duration,Completion
0,30,enzyme3,0,0,4,4
0,33,enzyme3,0,4,4,8
0,36,enzyme3,0,8,4,12
0,39,enzyme3,0,12,4,16
0,42,enzyme4,0,20,5,25
0,46,enzyme4,0,25,5,30
0,49,enzyme4,0,30,5,35
0,12,enzyme1,0,39,3,42
0,16,enzyme1,0,42,3,45
0,19,enzyme1,0,45,3,48
0,2,enzyme0,0,49,8,57
0,4,enzyme0,0,57,8,65
0,7,enzyme0,0,65,8,73
1,31,enzyme3,0,0,4,4
1,34,enzyme3,0,4,4,8
1,37,enzyme3,0,8,4,12
1,40,enzyme4,0,13,5,18
1,43,enzyme4,0,18,5,23
1,45,enzyme4,0,23,5,28
1,48,enzyme4,0,28,5,33
1,11,enzyme1,0,37,3,40
1,14,enzyme1,0,40,3,43
1,17,enzyme1,0,43,3,46
1,0,enzyme0,0,47,8,55
1,3,enzyme0,0,55,8,63
1,6,enzyme0,0,63,8,71
1,9,enzyme0,0,71,8,79
2,32,enzyme3,0,0,4,4
2,35,enzyme3,0,4,4,8
2,38,enzyme3,0,8,4,12
2,41,enzyme4,0,15,5,20
2,44,enzyme4,0,20,5,25
2,47,enzyme4,0,25,5,30
2,10,enzyme1,0,34,3,37
2,13,enzyme1,0,37,3,40
2,15,enzyme1,0,40,3,43
2,18,enzyme1,0,43,3,46
2,1,enzyme0,0,50,8,58
2,5,enzyme0,0,58,8,66
2,8,enzyme0,0,66,8,74
3,20,enzyme2,0,0,3,3
3,24,enzyme2,0,3,3,6
3,28,enzyme2,0,6,3,9
3,52,enzyme5,0,10,8,18
3,56,enzyme5,0,18,8,26
3,30,enzyme3,1,27,6,33
3,33,enzyme3,1,33,6,39
3,36,enzyme3,1,39,6,45
3,43,enzyme4,1,49,4,53
3,46,enzyme4,1,53,4,57
3,10,enzyme1,1,59,2,61
3,14,enzyme1,1,61,2,63
3,15,enzyme1,1,63,2,65
3,18,enzyme1,1,65,2,67
3,1,enzyme0,1,71,4,75
3,7,enzyme0,1,75,4,79
3,9,enzyme0,1,79,4,83
4,21,enzyme2,0,0,3,3
4,25,enzyme2,0,3,3,6
4,29,enzyme2,0,6,3,9
4,53,enzyme5,0,12,8,20
4,57,enzyme5,0,20,8,28
4,31,enzyme3,1,30,6,36
4,35,enzyme3,1,36,6,42
4,37,enzyme3,1,42,6,48
4,39,enzyme3,1,48,6,54
4,47,enzyme4,1,56,4,60
4,13,enzyme1,1,64,2,66
4,19,enzyme1,1,66,2,68
4,3,enzyme0,1,70,4,74
4,4,enzyme0,1,74,4,78
4,8,enzyme0,1,78,4,82
5,22,enzyme2,0,0,3,3
5,26,enzyme2,0,3,3,6
5,50,enzyme5,0,9,8,17
5,55,enzyme5,0,17,8,25
5,59,enzyme5,0,25,8,33
5,34,enzyme3,1,37,6,43
5,38,enzyme3,1,43,6,49
5,44,enzyme4,1,50,4,54
5,48,enzyme4,1,54,4,58
5,11,enzyme1,1,62,2,64
5,16,enzyme1,1,64,2,66
5,0,enzyme0,1,70,4,74
5,5,enzyme0,1,74,4,78
6,23,enzyme2,0,0,3,3
6,27,enzyme2,0,3,3,6
6,51,enzyme5,0,7,8,15
6,54,enzyme5,0,15,8,23
6,58,enzyme5,0,23,8,31
6,32,enzyme3,1,32,6,38
6,40,enzyme4,1,40,4,44
6,41,enzyme4,1,44,4,48
6,42,enzyme4,1,48,4,52
6,45,enzyme4,1,52,4,56
6,49,enzyme4,1,56,4,60
6,12,enzyme1,1,62,2,64
6,17,enzyme1,1,64,2,66
6,2,enzyme0,1,70,4,74
6,6,enzyme0,1,74,4,78
7,20,enzyme2,1,3,3,6
7,22,enzyme2,1,6,3,9
7,24,enzyme2,1,9,3,12
7,26,enzyme2,1,12,3,15
7,28,enzyme2,1,15,3,18
7,51,enzyme5,1,20,3,23
7,52,enzyme5,1,23,3,26
7,54,enzyme5,1,26,3,29
7,56,enzyme5,1,29,3,32
7,58,enzyme5,1,32,3,35
7,30,enzyme3,2,36,6,42
7,32,enzyme3,2,42,6,48
7,35,enzyme3,2,48,6,54
7,36,enzyme3,2,54,6,60
7,40,enzyme4,2,62,7,69
7,39,enzyme3,2,73,6,79
7,43,enzyme4,2,81,7,88
7,45,enzyme4,2,88,7,95
7,48,enzyme4,2,95,7,102
7,49,enzyme4,2,102,7,109
7,2,enzyme0,2,111,4,115
7,1,enzyme0,2,115,4,119
7,5,enzyme0,2,119,4,123
7,7,enzyme0,2,123,4,127
7,9,enzyme0,2,127,4,131
8,21,enzyme2,1,3,3,6
8,23,enzyme2,1,6,3,9
8,25,enzyme2,1,9,3,12
8,27,enzyme2,1,12,3,15
8,29,enzyme2,1,15,3,18
8,50,enzyme5,1,22,3,25
8,53,enzyme5,1,25,3,28
8,55,enzyme5,1,28,3,31
8,57,enzyme5,1,31,3,34
8,59,enzyme5,1,34,3,37
8,31,enzyme3,2,38,6,44
8,33,enzyme3,2,44,6,50
8,34,enzyme3,2,50,6,56
8,37,enzyme3,2,56,6,62
8,38,enzyme3,2,62,6,68
8,41,enzyme4,2,70,7,77
8,42,enzyme4,2,77,7,84
8,44,enzyme4,2,84,7,91
8,46,enzyme4,2,91,7,98
8,47,enzyme4,2,98,7,105
8,0,enzyme0,2,108,4,112
8,3,enzyme0,2,112,4,116
8,4,enzyme0,2,116,4,120
8,6,enzyme0,2,120,4,124
8,8,enzyme0,2,124,4,128
