Machine,Job,Product,Operation,Start,Duration,Completion
0,27,enzyme3,0,0,4,4
0,30,enzyme3,0,4,4,8
0,33,enzyme3,0,8,4,12
0,36,enzyme4,0,16,5,21
0,41,enzyme4,0,21,5,26
0,44,enzyme4,0,26,5,31
0,11,enzyme1,0,35,3,38
0,14,enzyme1,0,38,3,41
0,17,enzyme1,0,41,3,44
0,2,enzyme0,0,45,8,53
0,4,enzyme0,0,53,8,61
0,7,enzyme0,0,61,8,69
1,28,enzyme3,0,0,4,4
1,31,enzyme3,0,4,4,8
1,34,enzyme3,0,8,4,12
1,37,enzyme4,0,13,5,18
1,39,enzyme4,0,18,5,23
1,42,enzyme4,0,23,5,28
1,9,enzyme1,0,32,3,35
1,12,enzyme1,0,35,3,38
1,15,enzyme1,0,38,3,41
1,0,enzyme0,0,42,8,50
1,3,enzyme0,0,50,8,58
1,6,enzyme0,0,58,8,66
2,29,enzyme3,0,0,4,4
2,32,enzyme3,0,4,4,8
2,35,enzyme3,0,8,4,12
2,38,enzyme4,0,15,5,20
2,40,enzyme4,0,20,5,25
2,43,enzyme4,0,25,5,30
2,10,enzyme1,0,34,3,37
2,13,enzyme1,0,37,3,40
2,16,enzyme1,0,40,3,43
2,1,enzyme0,0,47,8,55
2,5,enzyme0,0,55,8,63
2,8,enzyme0,0,63,8,71
3,18,enzyme2,0,0,3,3
3,22,enzyme2,0,3,3,6
3,26,enzyme2,0,6,3,9
3,48,enzyme5,0,10,8,18
3,52,enzyme5,0,18,8,26
3,29,enzyme3,1,27,6,33
3,31,enzyme3,1,33,6,39
3,34,enzyme3,1,39,6,45
3,40,enzyme4,1,49,4,53
3,10,enzyme1,1,55,2,57
3,13,enzyme1,1,57,2,59
3,16,enzyme1,1,59,2,61
3,2,enzyme0,1,65,4,69
3,6,enzyme0,1,69,4,73
4,19,enzyme2,0,0,3,3
4,23,enzyme2,0,3,3,6
4,45,enzyme5,0,9,8,17
4,50,enzyme5,0,17,8,25
4,27,enzyme3,1,27,6,33
4,32,enzyme3,1,33,6,39
4,35,enzyme3,1,39,6,45
4,41,enzyme4,1,47,4,51
4,44,enzyme4,1,51,4,55
4,12,enzyme1,1,59,2,61
4,1,enzyme0,1,63,4,67
4,4,enzyme0,1,67,4,71
4,8,enzyme0,1,71,4,75
5,20,enzyme2,0,0,3,3
5,24,enzyme2,0,3,3,6
5,46,enzyme5,0,9,8,17
5,51,enzyme5,0,17,8,25
5,28,enzyme3,1,29,6,35
5,37,enzyme4,1,36,4,40
5,38,enzyme4,1,40,4,44
5,36,enzyme4,1,44,4,48
5,42,enzyme4,1,48,4,52
5,9,enzyme1,1,56,2,58
5,14,enzyme1,1,58,2,60
5,17,enzyme1,1,60,2,62
5,3,enzyme0,1,66,4,70
5,7,enzyme0,1,70,4,74
6,21,enzyme2,0,0,3,3
6,25,enzyme2,0,3,3,6
6,47,enzyme5,0,7,8,15
6,49,enzyme5,0,15,8,23
6,53,enzyme5,0,23,8,31
6,30,enzyme3,1,32,6,38
6,33,enzyme3,1,38,6,44
6,39,enzyme4,1,46,4,50
6,43,enzyme4,1,50,4,54
6,11,enzyme1,1,56,2,58
6,15,enzyme1,1,58,2,60
6,0,enzyme0,1,64,4,68
6,5,enzyme0,1,68,4,72
7,18,enzyme2,1,3,3,6
7,20,enzyme2,1,6,3,9
7,22,enzyme2,1,9,3,12
7,24,enzyme2,1,12,3,15
7,26,enzyme2,1,15,3,18
7,45,enzyme5,1,20,3,23
7,48,enzyme5,1,23,3,26
7,50,enzyme5,1,26,3,29
7,52,enzyme5,1,29,3,32
7,27,enzyme3,2,33,6,39
7,28,enzyme3,2,39,6,45
7,31,enzyme3,2,45,6,51
7,33,enzyme3,2,51,6,57
7,34,enzyme3,2,57,6,63
7,38,enzyme4,2,65,7,72
7,36,enzyme4,2,72,7,79
7,41,enzyme4,2,79,7,86
7,40,enzyme4,2,86,7,93
7,1,enzyme0,2,95,4,99
7,0,enzyme0,2,99,4,103
7,3,enzyme0,2,103,4,107
7,4,enzyme0,2,107,4,111
7,6,enzyme0,2,111,4,115
7,8,enzyme0,2,115,4,119
8,19,enzyme2,1,3,3,6
8,21,enzyme2,1,6,3,9
8,23,enzyme2,1,9,3,12
8,25,enzyme2,1,12,3,15
8,47,enzyme5,1,19,3,22
8,46,enzyme5,1,22,3,25
8,49,enzyme5,1,25,3,28
8,51,enzyme5,1,28,3,31
8,53,enzyme5,1,31,3,34
8,29,enzyme3,2,35,6,41
8,30,enzyme3,2,41,6,47
8,32,enzyme3,2,47,6,53
8,37,enzyme4,2,55,7,62
8,35,enzyme3,2,66,6,72
8,39,enzyme4,2,74,7,81
8,42,enzyme4,2,81,7,88
8,43,enzyme4,2,88,7,95
8,44,enzyme4,2,95,7,102
8,2,enzyme0,2,105,4,109
8,5,enzyme0,2,109,4,113
8,7,enzyme0,2,113,4,117
