Machine,Job,Product,Operation,Start,Duration,Completion
0,30,enzyme3,0,0,4,4
0,33,enzyme3,0,4,4,8
0,36,enzyme3,0,8,4,12
0,39,enzyme3,0,12,4,16
0,42,enzyme4,0,20,5,25
0,46,enzyme4,0,25,5,30
0,49,enzyme4,0,30,5,35
0,2,enzyme0,0,37,8,45
0,5,enzyme0,0,45,8,53
0,8,enzyme0,0,53,8,61
0,11,enzyme1,0,64,3,67
0,13,enzyme1,0,67,3,70
0,16,enzyme1,0,70,3,73
0,19,enzyme1,0,73,3,76
1,31,enzyme3,0,0,4,4
1,34,enzyme3,0,4,4,8
1,37,enzyme3,0,8,4,12
1,40,enzyme4,0,13,5,18
1,43,enzyme4,0,18,5,23
1,45,enzyme4,0,23,5,28
1,48,enzyme4,0,28,5,33
1,1,enzyme0,0,36,8,44
1,4,enzyme0,0,44,8,52
1,7,enzyme0,0,52,8,60
1,10,enzyme1,0,64,3,67
1,14,enzyme1,0,67,3,70
1,17,enzyme1,0,70,3,73
2,32,enzyme3,0,0,4,4
2,35,enzyme3,0,4,4,8
2,38,enzyme3,0,8,4,12
2,41,enzyme4,0,15,5,20
2,44,enzyme4,0,20,5,25
2,47,enzyme4,0,25,5,30
2,0,enzyme0,0,31,8,39
2,3,enzyme0,0,39,8,47
2,6,enzyme0,0,47,8,55
2,9,enzyme0,0,55,8,63
2,12,enzyme1,0,64,3,67
2,15,enzyme1,0,67,3,70
2,18,enzyme1,0,70,3,73
3,20,enzyme2,0,0,3,3
3,24,enzyme2,0,3,3,6
3,28,enzyme2,0,6,3,9
3,52,enzyme5,0,10,8,18
3,56,enzyme5,0,18,8,26
3,30,enzyme3,1,27,6,33
3,33,enzyme3,1,33,6,39
3,37,enzyme3,1,39,6,45
3,41,enzyme4,1,49,4,53
3,46,enzyme4,1,53,4,57
3,0,enzyme0,1,60,4,64
3,4,enzyme0,1,64,4,68
3,8,enzyme0,1,68,4,72
3,12,enzyme1,1,75,2,77
3,18,enzyme1,1,77,2,79
4,21,enzyme2,0,0,3,3
4,25,enzyme2,0,3,3,6
4,29,enzyme2,0,6,3,9
4,53,enzyme5,0,12,8,20
4,57,enzyme5,0,20,8,28
4,31,enzyme3,1,30,6,36
4,35,enzyme3,1,36,6,42
4,38,enzyme3,1,42,6,48
4,43,enzyme4,1,50,4,54
4,47,enzyme4,1,54,4,58
4,1,enzyme0,1,62,4,66
4,6,enzyme0,1,66,4,70
4,10,enzyme1,1,72,2,74
4,15,enzyme1,1,74,2,76
4,17,enzyme1,1,76,2,78
5,22,enzyme2,0,0,3,3
5,26,enzyme2,0,3,3,6
5,50,enzyme5,0,9,8,17
5,55,enzyme5,0,17,8,25
5,59,enzyme5,0,25,8,33
5,34,enzyme3,1,37,6,43
5,40,enzyme4,1,44,4,48
5,42,enzyme4,1,48,4,52
5,45,enzyme4,1,52,4,56
5,48,enzyme4,1,56,4,60
5,2,enzyme0,1,61,4,65
5,5,enzyme0,1,65,4,69
5,9,enzyme0,1,69,4,73
5,13,enzyme1,1,75,2,77
5,19,enzyme1,1,77,2,79
6,23,enzyme2,0,0,3,3
6,27,enzyme2,0,3,3,6
6,51,enzyme5,0,7,8,15
6,54,enzyme5,0,15,8,23
6,58,enzyme5,0,23,8,31
6,32,enzyme3,1,32,6,38
6,36,enzyme3,1,38,6,44
6,39,enzyme3,1,44,6,50
6,44,enzyme4,1,52,4,56
6,49,enzyme4,1,56,4,60
6,3,enzyme0,1,62,4,66
6,7,enzyme0,1,66,4,70
6,11,enzyme1,1,71,2,73
6,14,enzyme1,1,73,2,75
6,16,enzyme1,1,75,2,77
7,20,enzyme2,1,3,3,6
7,22,enzyme2,1,6,3,9
7,24,enzyme2,1,9,3,12
7,26,enzyme2,1,12,3,15
7,28,enzyme2,1,15,3,18
7,51,enzyme5,1,20,3,23
7,52,enzyme5,1,23,3,26
7,54,enzyme5,1,26,3,29
7,56,enzyme5,1,29,3,32
7,58,enzyme5,1,32,3,35
7,30,enzyme3,2,36,6,42
7,32,enzyme3,2,42,6,48
7,35,enzyme3,2,48,6,54
7,36,enzyme3,2,54,6,60
7,38,enzyme3,2,60,6,66
7,39,enzyme3,2,66,6,72
7,41,enzyme4,2,74,7,81
7,44,enzyme4,2,81,7,88
7,46,enzyme4,2,88,7,95
7,48,enzyme4,2,95,7,102
7,0,enzyme0,2,104,4,108
7,1,enzyme0,2,108,4,112
7,3,enzyme0,2,112,4,116
7,5,enzyme0,2,116,4,120
7,7,enzyme0,2,120,4,124
7,9,enzyme0,2,124,4,128
8,21,enzyme2,1,3,3,6
8,23,enzyme2,1,6,3,9
8,25,enzyme2,1,9,3,12
8,27,enzyme2,1,12,3,15
8,29,enzyme2,1,15,3,18
8,50,enzyme5,1,22,3,25
8,53,enzyme5,1,25,3,28
8,55,enzyme5,1,28,3,31
8,57,enzyme5,1,31,3,34
8,59,enzyme5,1,34,3,37
8,31,enzyme3,2,38,6,44
8,33,enzyme3,2,44,6,50
8,34,enzyme3,2,50,6,56
8,37,enzyme3,2,56,6,62
8,40,enzyme4,2,64,7,71
8,42,enzyme4,2,71,7,78
8,43,enzyme4,2,78,7,85
8,45,enzyme4,2,85,7,92
8,47,enzyme4,2,92,7,99
8,49,enzyme4,2,99,7,106
8,2,enzyme0,2,109,4,113
8,4,enzyme0,2,113,4,117
8,6,enzyme0,2,117,4,121
8,8,enzyme0,2,121,4,125
