Machine,Job,Product,Operation,Start,Duration,Completion
0,33,enzyme3,0,0,4,4
0,36,enzyme3,0,4,4,8
0,39,enzyme3,0,8,4,12
0,42,enzyme3,0,12,4,16
0,45,enzyme4,0,20,5,25
0,49,enzyme4,0,25,5,30
0,52,enzyme4,0,30,5,35
0,11,enzyme1,0,39,3,42
0,14,enzyme1,0,42,3,45
0,17,enzyme1,0,45,3,48
0,20,enzyme1,0,48,3,51
0,1,enzyme0,0,52,8,60
0,4,enzyme0,0,60,8,68
0,7,enzyme0,0,68,8,76
0,10,enzyme0,0,76,8,84
1,34,enzyme3,0,0,4,4
1,37,enzyme3,0,4,4,8
1,40,enzyme3,0,8,4,12
1,43,enzyme3,0,12,4,16
1,46,enzyme4,0,17,5,22
1,48,enzyme4,0,22,5,27
1,51,enzyme4,0,27,5,32
1,54,enzyme4,0,32,5,37
1,13,enzyme1,0,41,3,44
1,16,enzyme1,0,44,3,47
1,19,enzyme1,0,47,3,50
1,0,enzyme0,0,51,8,59
1,3,enzyme0,0,59,8,67
1,6,enzyme0,0,67,8,75
1,9,enzyme0,0,75,8,83
2,35,enzyme3,0,0,4,4
2,38,enzyme3,0,4,4,8
2,41,enzyme3,0,8,4,12
2,44,enzyme4,0,15,5,20
2,47,enzyme4,0,20,5,25
2,50,enzyme4,0,25,5,30
2,53,enzyme4,0,30,5,35
2,12,enzyme1,0,39,3,42
2,15,enzyme1,0,42,3,45
2,18,enzyme1,0,45,3,48
2,21,enzyme1,0,48,3,51
2,2,enzyme0,0,55,8,63
2,5,enzyme0,0,63,8,71
2,8,enzyme0,0,71,8,79
3,22,enzyme2,0,0,3,3
3,26,enzyme2,0,3,3,6
3,30,enzyme2,0,6,3,9
3,56,enzyme5,0,10,8,18
3,60,enzyme5,0,18,8,26
3,64,enzyme5,0,26,8,34
3,35,enzyme3,1,35,6,41
3,39,enzyme3,1,41,6,47
3,43,enzyme3,1,47,6,53
3,47,enzyme4,1,57,4,61
3,54,enzyme4,1,61,4,65
3,14,enzyme1,1,67,2,69
3,16,enzyme1,1,69,2,71
3,20,enzyme1,1,71,2,73
3,2,enzyme0,1,77,4,81
3,6,enzyme0,1,81,4,85
3,10,enzyme0,1,85,4,89
4,23,enzyme2,0,0,3,3
4,27,enzyme2,0,3,3,6
