Machine,Job,Product,Operation,Start,Duration,Completion
0,6,enzyme3,0,0,4,4
0,9,enzyme4,0,8,5,13
0,2,enzyme1,0,17,3,20
1,7,enzyme3,0,0,4,4
1,0,enzyme0,0,8,8,16
2,8,enzyme4,0,0,5,5
2,1,enzyme0,0,6,8,14
2,3,enzyme1,0,15,3,18
3,4,enzyme2,0,0,3,3
3,8,enzyme4,1,5,4,9
3,1,enzyme0,1,14,4,18
3,2,enzyme1,1,21,2,23
4,5,enzyme2,0,0,3,3
4,6,enzyme3,1,6,6,12
4,0,enzyme0,1,16,4,20
5,10,enzyme5,0,0,8,8
5,7,enzyme3,1,12,6,18
6,11,enzyme5,0,0,8,8
6,9,enzyme4,1,13,4,17
6,3,enzyme1,1,19,2,21
7,4,enzyme2,1,3,3,6
7,10,enzyme5,1,8,3,11
7,8,enzyme4,2,14,7,21
7,0,enzyme0,2,23,4,27
7,7,enzyme3,2,29,6,35
8,5,enzyme2,1,3,3,6
8,11,enzyme5,1,10,3,13
8,6,enzyme3,2,14,6,20
8,1,enzyme0,2,23,4,27
8,9,enzyme4,2,29,7,36
